,loss
0,0.0011767116568695125
1,0.0008452230807783517
2,0.0008349277478655571
3,0.0008294281409867823
4,0.000826409590059318
5,0.0008237394200669184
6,0.0008224998051669594
7,0.0008213708137716978
8,0.0008201700668671215
9,0.0008191717719342471
10,0.0008181063397243
11,0.0008172045820656742
12,0.0008164496967943242
13,0.0008155952347010385
14,0.0008148162332725143
15,0.0008139071683847884
16,0.0008129074997295736
17,0.0008118038539480465
18,0.00081079914459647
19,0.0008100084790305606
20,0.0008093552526564272
21,0.000808828113537473
22,0.0008084061092554194
23,0.0008078584382565597
24,0.0008070631467335626
25,0.0008061168655126065
26,0.0008051822659305834
27,0.0008042986794372696
28,0.0008030573395614854
29,0.0008014131262081763
30,0.0008000810586816291
31,0.0007982686091837029
32,0.0007972752749901893
33,0.0007963275839659973
34,0.0007947456274232793
35,0.0007920735981266474
36,0.0007886075937664595
37,0.0007898637618101498
38,0.0007856244448007722
39,0.0007861238202290368
40,0.0007865985664398226
41,0.0007839484244793197
42,0.0007820526056390068
43,0.0007855134244117753
44,0.00078058675678373
45,0.0007803190378967815
46,0.0007778944752200826
47,0.0007800970141945169
48,0.0007811609477640627
49,0.000774952402742569
50,0.000777272073428044
51,0.0007735241497315804
52,0.0007764979695070275
53,0.0007729029031281191
54,0.0007720139722653232
55,0.0007705998452055447
56,0.0007686508014791516
57,0.0007694153628627746
58,0.000770839553625762
59,0.0007675408377441759
60,0.0007679800722587392
61,0.0007667838205015864
62,0.0007693201390521104
63,0.0007634467123108532
64,0.000769416444151809
65,0.0007628081150305508
66,0.0007655959693212036
67,0.0007618596192276286
68,0.0007631082821102375
69,0.0007655761741402879
70,0.0007587936809483081
71,0.0007610196826738024
72,0.0007616445027271851
73,0.0007606118573942909
74,0.0007585011582742205
75,0.0007566905520585131
76,0.0007553164020189093
77,0.0007576171509880623
78,0.000756780951127837
79,0.0007559075176241802
80,0.0007589614952523084
81,0.0007592301245489741
82,0.0007497886271940915
83,0.000755136373352271
84,0.0007514679192399505
85,0.0007484035005466479
86,0.0007525141531742025
87,0.0007478304032245675
88,0.0007522598157579542
89,0.0007460468221556838
90,0.0007493894914966994
91,0.0007439698123234332
92,0.0007501553285413713
93,0.0007423558525147257
94,0.0007458811437728365
95,0.0007474399871518865
96,0.0007468626822172115
97,0.0007440039652623733
98,0.000743374001231827
99,0.0007422440189166238
100,0.0007405474284242372
101,0.000742087402655945
102,0.0007405388020895478
103,0.0007419614689276573
104,0.000738155210996493
105,0.0007426738699300178
106,0.0007392100402923344
107,0.0007375344946354285
108,0.0007399594730748928
109,0.0007388081367979227
110,0.0007376724882660814
111,0.0007427895116409414
112,0.0007423389242988777
113,0.0007431717981045289
114,0.0007368325453379333
115,0.0007373135944393377
116,0.0007398638314554384
117,0.0007395406103760125
118,0.0007453182156695471
119,0.0007383048240529285
120,0.0007375110362878742
121,0.0007371710128890272
122,0.0007379871298510625
123,0.0007373231061313738
124,0.0007325592848033903
125,0.0007320152743479215
126,0.0007304646218767472
127,0.0007380765817871725
128,0.0007294106760145901
129,0.0007358927846819476
130,0.0007339047753635145
131,0.0007384734621620077
132,0.000731616752395655
133,0.0007293409670799541
134,0.0007313432461831085
135,0.0007285259258839023
136,0.0007269101972531786
137,0.0007338932900613277
138,0.000725628824420845
139,0.0007322746102001818
140,0.0007240846489811452
141,0.0007273112757004066
142,0.0007337586484881555
143,0.0007299364455462949
144,0.0007228070844054884
145,0.0007303086393659369
146,0.0007215160264297639
147,0.0007316151257449449
148,0.000727715922448748
149,0.0007282669644860017
150,0.0007331227707434861
151,0.0007245395481179315
152,0.0007190782079133627
153,0.0007232654571853494
154,0.0007233340458279717
155,0.0007221828222120664
156,0.0007203617021006809
157,0.0007252299133714892
158,0.0007223598498492786
159,0.0007247040029589763
160,0.000719573935345252
161,0.0007222834692971596
162,0.0007225186919971725
163,0.0007291271926870231
164,0.0007180739802811985
165,0.0007248983614990126
166,0.0007174336749926624
167,0.0007208366856992736
168,0.000717275149436866
169,0.0007217357778543867
170,0.0007177859487830725
171,0.0007182590215659156
172,0.000717234746498024
173,0.0007217833918505877
174,0.0007327043919602359
175,0.0007162263611779272
176,0.0007269222006360874
177,0.0007134006046360578
178,0.0007132975436682539
179,0.0007172465342593101
180,0.0007295121658260152
181,0.0007205474827809855
182,0.0007255827266441966
183,0.0007168469642325936
184,0.0007254289436717332
185,0.0007186046112878241
186,0.0007224732642435356
187,0.0007121523759249329
188,0.0007236199655799607
189,0.0007156460799882893
190,0.0007214637298282057
191,0.0007218138141876935
192,0.000718421122866102
193,0.0007196873883345004
194,0.0007151240103097067
195,0.0007239389911177369
196,0.0007225706795334569
197,0.000717380151988596
198,0.0007175480203392232
199,0.0007168269453275866
200,0.0007158715771796897
201,0.0007168282720786722
202,0.0007171932737419271
203,0.0007233436478054974
204,0.0007203010071186834
205,0.0007161320749359098
206,0.0007161107388636232
207,0.0007290374793896055
208,0.0007127131943537714
209,0.00071548629486323
210,0.0007211618466363658
211,0.0007184299723144498
212,0.0007144547137355003
213,0.0007156663652958942
214,0.0007197914040154669
215,0.0007193740349555277
216,0.0007136213098024349
217,0.0007211672834150222
218,0.0007127072102290461
219,0.0007164307798021227
220,0.000719320338961445
221,0.0007128739716038079
222,0.0007174446178837917
223,0.000719947085291424
224,0.0007148393053951535
225,0.0007172326176367222
226,0.0007226833660292571
227,0.0007206883447378214
228,0.0007119005894481173
