,loss
0,0.0007447830436793283
1,0.000735726237218671
2,0.0007360926698403861
3,0.0007314844325328171
4,0.0007322963523667744
5,0.0007290735089513532
6,0.000734452158850695
7,0.0007254965966487028
8,0.0007345183560661399
9,0.0007316179537584944
10,0.0007301009712707648
11,0.0007290216193444085
12,0.0007285712016372992
13,0.0007257883537988097
14,0.0007318205519538836
15,0.0007283842073949794
16,0.0007316163395108826
17,0.0007310905855590068
18,0.0007237591939381947
19,0.000730782785835379
20,0.0007233795227435389
21,0.000728007298784025
22,0.0007344198469366645
23,0.0007302712773464312
24,0.0007241122274343182
25,0.0007363877166318426
26,0.0007219306635664568
